,candidate,cnpj,date,department,expense,partido,provider,sequential_id,value
1092,CONTE LOPES,09.613.772/0001-73,2017-10-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PP,CONDE e DELL ARINGA - DESENVOLVIMENTO DE SOFTWARES LTDA - EPP,250000011011.0,430.0
1093,CONTE LOPES,50.176.288/0001-28,2017-10-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PP,CAMARA MUNICIPAL DE SÃO PAULO,250000011011.0,2938.73
1094,CONTE LOPES,50.176.288/0001-28,2017-10-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PP,CAMARA MUNICIPAL DE SÃO PAULO,250000011011.0,2101.17
1095,CONTE LOPES,50.176.288/0001-28,2017-10-01,GABINETE DE VEREADOR,INTERMEDIADO - REPROGRAFIA (XEROX/ENCADERNAÇÃO),PP,CAMARA MUNICIPAL DE SÃO PAULO,250000011011.0,0.04
1096,CONTE LOPES,43.283.811/0101-12,2017-10-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PP,KALUNGA COM. E IND. GRAFICA LTDA,250000011011.0,258.8
1097,CONTE LOPES,02.558.157/0001-62,2017-10-01,GABINETE DE VEREADOR,PROVEDOR DE INTERNET,PP,TELEFONICA BRASIL S/A,250000011011.0,150.2
1098,CONTE LOPES,02.297.445/0001-00,2017-11-01,GABINETE DE VEREADOR,COMBUSTIVEL,PP,AUTO POSTO MARANELLO II LTDA,250000011011.0,902.88
1099,CONTE LOPES,11.672.161/0001-48,2017-11-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PP,ALEXANDRE LEOPOLDINO MORAES SERVIÇOS GRÁFICOS - ME,250000011011.0,4270.0
1100,CONTE LOPES,09.613.772/0001-73,2017-11-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PP,CONDE e DELL ARINGA - DESENVOLVIMENTO DE SOFTWARES LTDA - EPP,250000011011.0,430.0
1101,CONTE LOPES,50.176.288/0001-28,2017-11-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PP,CAMARA MUNICIPAL DE SÃO PAULO,250000011011.0,2991.5
1102,CONTE LOPES,50.176.288/0001-28,2017-11-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PP,CAMARA MUNICIPAL DE SÃO PAULO,250000011011.0,2101.17
1103,CONTE LOPES,06.226.820/0001-82,2017-11-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PP,CENTER PAPEIS COMERCIAL LTDA.,250000011011.0,1587.9
1104,CONTE LOPES,02.558.157/0001-62,2017-11-01,GABINETE DE VEREADOR,PROVEDOR DE INTERNET,PP,TELEFONICA BRASIL S/A,250000011011.0,150.2
1105,CONTE LOPES,02.297.445/0001-00,2017-12-01,GABINETE DE VEREADOR,COMBUSTIVEL,PP,AUTO POSTO MARANELLO II LTDA,250000011011.0,738.8
1106,CONTE LOPES,09.613.772/0001-73,2017-12-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PP,CONDE e DELL ARINGA - DESENVOLVIMENTO DE SOFTWARES LTDA - EPP,250000011011.0,430.0
1107,CONTE LOPES,50.176.288/0001-28,2017-12-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PP,CAMARA MUNICIPAL DE SÃO PAULO,250000011011.0,10426.08
1108,CONTE LOPES,50.176.288/0001-28,2017-12-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PP,CAMARA MUNICIPAL DE SÃO PAULO,250000011011.0,2101.17
1109,DALTON SILVANO,61.699.179/0001-01,2017-01-01,GABINETE DE VEREADOR,COMBUSTIVEL,DEM,POSTO JENNER LTDA,250000011013.0,2028.5
1110,DALTON SILVANO,07.691.829/0001-27,2017-01-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,DEM,FORMA CERTA GRAFICA  DIGITAL LTDA,250000011013.0,7862.54
1111,DALTON SILVANO,06.887.099/0001-71,2017-01-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,DEM,LOCAWEB IDC LTDA,250000011013.0,381.47
1112,DALTON SILVANO,67.002.329/0001-62,2017-01-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,DEM,WORK LINE SYSTEM INFORMÁTICA LTDA,250000011013.0,931.54
1113,DALTON SILVANO,10.202.058/0001-71,2017-01-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,DEM,UAU DIGITAL COMUNICAÇÃO LTDA,250000011013.0,6698.0
1114,DALTON SILVANO,50.176.288/0001-28,2017-01-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,DEM,CAMARA MUNICIPAL DE SÃO PAULO,250000011013.0,2058.08
1115,DALTON SILVANO,10.376.277/0001-77,2017-01-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,DEM,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000011013.0,169.9
1116,DALTON SILVANO,02.558.157/0001-62,2017-01-01,GABINETE DE VEREADOR,TELEFONE FIXO,DEM,TELEFONICA BRASIL S/A,250000011013.0,270.49
1117,DALTON SILVANO,07.691.829/0001-27,2017-02-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,DEM,FORMA CERTA GRAFICA  DIGITAL LTDA,250000011013.0,7862.54
1118,DALTON SILVANO,06.887.099/0001-71,2017-02-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,DEM,LOCAWEB IDC LTDA,250000011013.0,381.47
1119,DALTON SILVANO,67.002.329/0001-62,2017-02-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,DEM,WORK LINE SYSTEM INFORMÁTICA LTDA,250000011013.0,931.54
1120,DALTON SILVANO,10.202.058/0001-71,2017-02-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,DEM,UAU DIGITAL COMUNICAÇÃO LTDA,250000011013.0,6698.0
1121,DALTON SILVANO,50.176.288/0001-28,2017-02-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,DEM,CAMARA MUNICIPAL DE SÃO PAULO,250000011013.0,2101.17
1122,DALTON SILVANO,10.376.277/0001-77,2017-02-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,DEM,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000011013.0,400.0
1123,DALTON SILVANO,10.376.277/0001-77,2017-02-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,DEM,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000011013.0,585.0
1124,DALTON SILVANO,02.558.157/0001-62,2017-02-01,GABINETE DE VEREADOR,TELEFONE FIXO,DEM,TELEFONICA BRASIL S/A,250000011013.0,270.93
1125,DALTON SILVANO,61.699.179/0001-01,2017-03-01,GABINETE DE VEREADOR,COMBUSTIVEL,DEM,POSTO JENNER LTDA,250000011013.0,4822.5
1126,DALTON SILVANO,07.691.829/0001-27,2017-03-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,DEM,FORMA CERTA GRAFICA  DIGITAL LTDA,250000011013.0,6400.0
1127,DALTON SILVANO,22.295.012/0001-23,2017-03-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,DEM,CARLOS CELSO PIERRE GUIMARAES 49433270878,250000011013.0,1500.0
1128,DALTON SILVANO,06.887.099/0001-71,2017-03-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,DEM,LOCAWEB IDC LTDA,250000011013.0,384.8
1129,DALTON SILVANO,67.002.329/0001-62,2017-03-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,DEM,WORK LINE SYSTEM INFORMÁTICA LTDA,250000011013.0,940.0
1130,DALTON SILVANO,10.202.058/0001-71,2017-03-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,DEM,UAU DIGITAL COMUNICAÇÃO LTDA,250000011013.0,6800.0
1131,DALTON SILVANO,50.176.288/0001-28,2017-03-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,DEM,CAMARA MUNICIPAL DE SÃO PAULO,250000011013.0,2101.17
1132,DALTON SILVANO,10.376.277/0001-77,2017-03-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,DEM,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000011013.0,400.0
1133,DALTON SILVANO,19.367.661/0001-88,2017-03-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,DEM,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000011013.0,270.0
1134,DALTON SILVANO,02.558.157/0001-62,2017-03-01,GABINETE DE VEREADOR,TELEFONE FIXO,DEM,TELEFONICA BRASIL S/A,250000011013.0,269.82
1135,DALTON SILVANO,61.699.179/0001-01,2017-04-01,GABINETE DE VEREADOR,COMBUSTIVEL,DEM,POSTO JENNER LTDA,250000011013.0,2524.0
1136,DALTON SILVANO,07.691.829/0001-27,2017-04-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,DEM,FORMA CERTA GRAFICA  DIGITAL LTDA,250000011013.0,6435.0
1137,DALTON SILVANO,22.295.012/0001-23,2017-04-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,DEM,CARLOS CELSO PIERRE GUIMARAES 49433270878,250000011013.0,1500.0
1138,DALTON SILVANO,06.887.099/0001-71,2017-04-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,DEM,LOCAWEB IDC LTDA,250000011013.0,384.8
1139,DALTON SILVANO,67.002.329/0001-62,2017-04-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,DEM,WORK LINE SYSTEM INFORMÁTICA LTDA,250000011013.0,940.0
1140,DALTON SILVANO,10.202.058/0001-71,2017-04-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,DEM,UAU DIGITAL COMUNICAÇÃO LTDA,250000011013.0,6800.0
1141,DALTON SILVANO,50.176.288/0001-28,2017-04-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,DEM,CAMARA MUNICIPAL DE SÃO PAULO,250000011013.0,20.4
1142,DALTON SILVANO,50.176.288/0001-28,2017-04-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,DEM,CAMARA MUNICIPAL DE SÃO PAULO,250000011013.0,2101.17
1143,DALTON SILVANO,10.376.277/0001-77,2017-04-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,DEM,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000011013.0,400.0
1144,DALTON SILVANO,19.367.661/0001-88,2017-04-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,DEM,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000011013.0,320.0
1145,DALTON SILVANO,02.558.157/0001-62,2017-04-01,GABINETE DE VEREADOR,TELEFONE FIXO,DEM,TELEFONICA BRASIL S/A,250000011013.0,233.12
1146,DALTON SILVANO,61.699.179/0001-01,2017-05-01,GABINETE DE VEREADOR,COMBUSTIVEL,DEM,POSTO JENNER LTDA,250000011013.0,3230.0
1147,DALTON SILVANO,07.691.829/0001-27,2017-05-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,DEM,FORMA CERTA GRAFICA  DIGITAL LTDA,250000011013.0,6414.0
1148,DALTON SILVANO,22.295.012/0001-23,2017-05-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,DEM,CARLOS CELSO PIERRE GUIMARAES 49433270878,250000011013.0,1500.0
1149,DALTON SILVANO,06.887.099/0001-71,2017-05-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,DEM,LOCAWEB IDC LTDA,250000011013.0,384.8
1150,DALTON SILVANO,67.002.329/0001-62,2017-05-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,DEM,WORK LINE SYSTEM INFORMÁTICA LTDA,250000011013.0,940.0
1151,DALTON SILVANO,10.202.058/0001-71,2017-05-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,DEM,UAU DIGITAL COMUNICAÇÃO LTDA,250000011013.0,6800.0
1152,DALTON SILVANO,50.176.288/0001-28,2017-05-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,DEM,CAMARA MUNICIPAL DE SÃO PAULO,250000011013.0,3.6
1153,DALTON SILVANO,50.176.288/0001-28,2017-05-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,DEM,CAMARA MUNICIPAL DE SÃO PAULO,250000011013.0,2101.17
1154,DALTON SILVANO,10.376.277/0001-77,2017-05-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,DEM,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000011013.0,400.0
1155,DALTON SILVANO,02.558.157/0001-62,2017-05-01,GABINETE DE VEREADOR,TELEFONE FIXO,DEM,TELEFONICA BRASIL S/A,250000011013.0,245.77
1156,DALTON SILVANO,61.699.179/0001-01,2017-06-01,GABINETE DE VEREADOR,COMBUSTIVEL,DEM,POSTO JENNER LTDA,250000011013.0,3393.0
1157,DALTON SILVANO,07.691.829/0001-27,2017-06-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,DEM,FORMA CERTA GRAFICA  DIGITAL LTDA,250000011013.0,2542.0
1158,DALTON SILVANO,22.295.012/0001-23,2017-06-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,DEM,CARLOS CELSO PIERRE GUIMARAES 49433270878,250000011013.0,1500.0
1159,DALTON SILVANO,67.002.329/0001-62,2017-06-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,DEM,WORK LINE SYSTEM INFORMÁTICA LTDA,250000011013.0,940.0
1160,DALTON SILVANO,10.202.058/0001-71,2017-06-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,DEM,UAU DIGITAL COMUNICAÇÃO LTDA,250000011013.0,6800.0
1161,DALTON SILVANO,50.176.288/0001-28,2017-06-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,DEM,CAMARA MUNICIPAL DE SÃO PAULO,250000011013.0,2101.17
1162,DALTON SILVANO,10.376.277/0001-77,2017-06-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,DEM,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000011013.0,400.0
1163,DALTON SILVANO,19.367.661/0001-88,2017-06-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,DEM,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000011013.0,395.0
1164,DALTON SILVANO,02.558.157/0001-62,2017-06-01,GABINETE DE VEREADOR,TELEFONE FIXO,DEM,TELEFONICA BRASIL S/A,250000011013.0,245.77
1165,DALTON SILVANO,40.432.544/0001-47,2017-06-01,GABINETE DE VEREADOR,TELEFONE MOVEL,DEM,CLARO S.A.,250000011013.0,428.41
1166,DALTON SILVANO,61.699.179/0001-01,2017-07-01,GABINETE DE VEREADOR,COMBUSTIVEL,DEM,POSTO JENNER LTDA,250000011013.0,3476.0
1167,DALTON SILVANO,11.674.531/0001-86,2017-07-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,DEM,EDITORA CAMBUCI LTDA.,250000011013.0,4980.0
1168,DALTON SILVANO,22.295.012/0001-23,2017-07-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,DEM,CARLOS CELSO PIERRE GUIMARAES 49433270878,250000011013.0,1500.0
1169,DALTON SILVANO,06.887.099/0001-71,2017-07-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,DEM,LOCAWEB IDC LTDA,250000011013.0,384.8
1170,DALTON SILVANO,67.002.329/0001-62,2017-07-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,DEM,WORK LINE SYSTEM INFORMÁTICA LTDA,250000011013.0,940.0
1171,DALTON SILVANO,10.202.058/0001-71,2017-07-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,DEM,UAU DIGITAL COMUNICAÇÃO LTDA,250000011013.0,6800.0
1172,DALTON SILVANO,50.176.288/0001-28,2017-07-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,DEM,CAMARA MUNICIPAL DE SÃO PAULO,250000011013.0,2101.17
1173,DALTON SILVANO,10.376.277/0001-77,2017-07-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,DEM,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000011013.0,400.0
1174,DALTON SILVANO,43.283.811/0101-12,2017-07-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,DEM,KALUNGA COM. E IND. GRAFICA LTDA,250000011013.0,276.0
1175,DALTON SILVANO,02.558.157/0001-62,2017-07-01,GABINETE DE VEREADOR,TELEFONE FIXO,DEM,TELEFONICA BRASIL S/A,250000011013.0,245.77
1176,DALTON SILVANO,40.432.544/0001-47,2017-07-01,GABINETE DE VEREADOR,TELEFONE MOVEL,DEM,CLARO S.A.,250000011013.0,444.48
1177,DALTON SILVANO,61.699.179/0001-01,2017-08-01,GABINETE DE VEREADOR,COMBUSTIVEL,DEM,POSTO JENNER LTDA,250000011013.0,3752.0
1178,DALTON SILVANO,11.674.531/0001-86,2017-08-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,DEM,EDITORA CAMBUCI LTDA.,250000011013.0,5291.25
1179,DALTON SILVANO,22.295.012/0001-23,2017-08-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,DEM,CARLOS CELSO PIERRE GUIMARAES 49433270878,250000011013.0,1500.0
1180,DALTON SILVANO,06.887.099/0001-71,2017-08-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,DEM,LOCAWEB IDC LTDA,250000011013.0,384.8
1181,DALTON SILVANO,67.002.329/0001-62,2017-08-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,DEM,WORK LINE SYSTEM INFORMÁTICA LTDA,250000011013.0,940.0
1182,DALTON SILVANO,10.202.058/0001-71,2017-08-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,DEM,UAU DIGITAL COMUNICAÇÃO LTDA,250000011013.0,6800.0
1183,DALTON SILVANO,50.176.288/0001-28,2017-08-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,DEM,CAMARA MUNICIPAL DE SÃO PAULO,250000011013.0,25.48
1184,DALTON SILVANO,50.176.288/0001-28,2017-08-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,DEM,CAMARA MUNICIPAL DE SÃO PAULO,250000011013.0,2101.17
1185,DALTON SILVANO,10.376.277/0001-77,2017-08-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,DEM,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000011013.0,400.0
1186,DALTON SILVANO,19.367.661/0001-88,2017-08-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,DEM,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000011013.0,185.0
1187,DALTON SILVANO,43.283.811/0101-12,2017-08-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,DEM,KALUNGA COM. E IND. GRAFICA LTDA,250000011013.0,123.9
1188,DALTON SILVANO,02.558.157/0001-62,2017-08-01,GABINETE DE VEREADOR,TELEFONE FIXO,DEM,TELEFONICA BRASIL S/A,250000011013.0,245.77
1189,DALTON SILVANO,40.432.544/0001-47,2017-08-01,GABINETE DE VEREADOR,TELEFONE MOVEL,DEM,CLARO S.A.,250000011013.0,422.05
1190,DALTON SILVANO,61.699.179/0001-01,2017-09-01,GABINETE DE VEREADOR,COMBUSTIVEL,DEM,POSTO JENNER LTDA,250000011013.0,3098.5
1191,DALTON SILVANO,11.674.531/0001-86,2017-09-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,DEM,EDITORA CAMBUCI LTDA.,250000011013.0,6225.0
1192,DALTON SILVANO,22.295.012/0001-23,2017-09-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,DEM,CARLOS CELSO PIERRE GUIMARAES 49433270878,250000011013.0,1500.0
1193,DALTON SILVANO,06.887.099/0001-71,2017-09-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,DEM,LOCAWEB IDC LTDA,250000011013.0,384.8
1194,DALTON SILVANO,67.002.329/0001-62,2017-09-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,DEM,WORK LINE SYSTEM INFORMÁTICA LTDA,250000011013.0,940.0
1195,DALTON SILVANO,10.202.058/0001-71,2017-09-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,DEM,UAU DIGITAL COMUNICAÇÃO LTDA,250000011013.0,7300.0
1196,DALTON SILVANO,50.176.288/0001-28,2017-09-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,DEM,CAMARA MUNICIPAL DE SÃO PAULO,250000011013.0,13.4
1197,DALTON SILVANO,50.176.288/0001-28,2017-09-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,DEM,CAMARA MUNICIPAL DE SÃO PAULO,250000011013.0,2101.17
1198,DALTON SILVANO,10.376.277/0001-77,2017-09-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,DEM,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000011013.0,400.0
1199,DALTON SILVANO,02.558.157/0001-62,2017-09-01,GABINETE DE VEREADOR,TELEFONE FIXO,DEM,TELEFONICA BRASIL S/A,250000011013.0,243.49
1200,DALTON SILVANO,40.432.544/0001-47,2017-09-01,GABINETE DE VEREADOR,TELEFONE MOVEL,DEM,CLARO S.A.,250000011013.0,424.91
1201,DALTON SILVANO,61.699.179/0001-01,2017-10-01,GABINETE DE VEREADOR,COMBUSTIVEL,DEM,POSTO JENNER LTDA,250000011013.0,3007.0
1202,DALTON SILVANO,11.674.531/0001-86,2017-10-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,DEM,EDITORA CAMBUCI LTDA.,250000011013.0,6200.0
1203,DALTON SILVANO,22.295.012/0001-23,2017-10-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,DEM,CARLOS CELSO PIERRE GUIMARAES 49433270878,250000011013.0,1500.0
1204,DALTON SILVANO,06.887.099/0001-71,2017-10-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,DEM,LOCAWEB IDC LTDA,250000011013.0,384.8
1205,DALTON SILVANO,67.002.329/0001-62,2017-10-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,DEM,WORK LINE SYSTEM INFORMÁTICA LTDA,250000011013.0,940.0
1206,DALTON SILVANO,10.202.058/0001-71,2017-10-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,DEM,UAU DIGITAL COMUNICAÇÃO LTDA,250000011013.0,6800.0
1207,DALTON SILVANO,50.176.288/0001-28,2017-10-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,DEM,CAMARA MUNICIPAL DE SÃO PAULO,250000011013.0,29.36
1208,DALTON SILVANO,50.176.288/0001-28,2017-10-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,DEM,CAMARA MUNICIPAL DE SÃO PAULO,250000011013.0,2101.17
1209,DALTON SILVANO,10.376.277/0001-77,2017-10-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,DEM,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000011013.0,400.0
1210,DALTON SILVANO,19.367.661/0001-88,2017-10-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,DEM,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000011013.0,185.0
1211,DALTON SILVANO,02.558.157/0001-62,2017-10-01,GABINETE DE VEREADOR,TELEFONE FIXO,DEM,TELEFONICA BRASIL S/A,250000011013.0,243.49
1212,DALTON SILVANO,61.699.179/0001-01,2017-11-01,GABINETE DE VEREADOR,COMBUSTIVEL,DEM,POSTO JENNER LTDA,250000011013.0,3166.0
1213,DALTON SILVANO,11.674.531/0001-86,2017-11-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,DEM,EDITORA CAMBUCI LTDA.,250000011013.0,4980.0
1214,DALTON SILVANO,22.295.012/0001-23,2017-11-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,DEM,CARLOS CELSO PIERRE GUIMARAES 49433270878,250000011013.0,1500.0
